标题,标题链接,sal,er,er2,er1,字段1,采集时间,抓取时间
软件技术支持,https://jobs.51job.com/hangzhou-scq/172077356.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,杭州众铭科技信息,,民营,少于50人,,2026-05-14 20:35:02
市场营销经理/总监（生物/化工方向）,https://jobs.51job.com/hangzhou/172062380.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.4-2.2万·13薪,浙江熙正霖生物科技,,民营,少于50人,,2026-05-14 20:35:24
啤酒厂招质检员320一天包吃住,https://jobs.51job.com/hangzhou/172066759.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.8-8千,临沂弘智信息科技,,民营,少于50人,,2026-05-14 20:35:24
ERP数据录入整理员,https://jobs.51job.com/hangzhou-gsq/172077059.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千,湖北省崆缇商贸,,民营,少于50人,,2026-05-14 20:35:24
人事专员,https://jobs.51job.com/hangzhou/172070662.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万·14薪,杭州长川科技,,已上市,1000-5000人,,2026-05-14 20:35:24
抖音素材投放,https://jobs.51job.com/hangzhou-bjq/172068572.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.2万,浙江宝娜斯品牌管理,,民营,少于50人,,2026-05-14 20:35:24
salm算法专家,https://jobs.51job.com/hangzhou/172077779.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-10万,海口强大力投资,,民营,500-1000人,,2026-05-14 20:35:24
电气研发工程师,https://jobs.51job.com/hangzhou-xsq/172063550.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.6万·13薪,浙江杭可科技,,已上市,1000-5000人,,2026-05-14 20:35:24
肿瘤三期生物统计师,https://jobs.51job.com/hangzhou-bjq/172063229.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-10万,无锡云翼未来科技发展,,民营,少于50人,,2026-05-14 20:35:24
机床销售,https://jobs.51job.com/hangzhou/172063590.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,杭州诚信汽车轴承,,民营,50-150人,,2026-05-14 20:35:24
中级工艺工程师,https://jobs.51job.com/hangzhou-laq/172073978.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.2万,浙江华正新材料,,已上市,1000-5000人,,2026-05-14 20:35:24
新厂招普工/操作工/无夜班,https://jobs.51job.com/hangzhou/172075478.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.8-8千,临沂弘智信息科技,,民营,少于50人,,2026-05-14 20:35:24
急招可乐厂普工320一天包吃住+可预支,https://jobs.51job.com/hangzhou/172066428.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.8-8千,临沂弘智信息科技,,民营,少于50人,,2026-05-14 20:35:24
凉菜厨师,https://jobs.51job.com/hangzhou-xhq/172069996.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-7千,泰康之家经营管理,,民营,,,2026-05-14 20:35:24
光学设计工程师,https://jobs.51job.com/hangzhou-lpq/172065992.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,20-30万/年,杭州安杰思医学科技,,已上市,500-1000人,,2026-05-14 20:35:24
总账会计,https://jobs.51job.com/hangzhou-scq/172060914.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.2万,杭州忽飒商贸,,民营,50-150人,,2026-05-14 20:35:24
机电工程师,https://jobs.51job.com/hangzhou-xhq/172068483.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,杭州逗茶餐饮管理,,民营,,,2026-05-14 20:35:24
食品招商经理,https://jobs.51job.com/hangzhou-scq/172072343.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,山西草之本生物科技,,民营,少于50人,,2026-05-14 20:35:24
机械结构工程师,https://jobs.51job.com/hangzhou-scq/172068662.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-3万·13薪,广东塔斯克机器人,,合资,50-150人,,2026-05-14 20:35:24
产品开发主管,https://jobs.51job.com/hangzhou-bjq/172068678.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.1-2万,浙江宝娜斯品牌管理,,民营,少于50人,,2026-05-14 20:35:24
物业工程总监,https://jobs.51job.com/hangzhou-gsq/172072204.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2万,怡家园（厦门）物业管理,,国企,5000-10000人,,2026-05-14 20:35:46
ERP数据录入员,https://jobs.51job.com/hangzhou/172077354.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-8千,武汉市姣叟倪商贸,,民营,50-150人,,2026-05-14 20:35:46
海外销售总监英语必须,https://jobs.51job.com/hangzhou-yhq/172055699.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-5万,天能电池集团,,民营,10000人以上,,2026-05-14 20:35:46
技术方案经理,https://jobs.51job.com/hangzhou/172055631.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,中质智通检测技术,,民营,150-500人,,2026-05-14 20:35:46
招商经理,https://jobs.51job.com/hangzhou-xsq/172053963.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,20-30万/年,上海瀚昕企业管理咨询,,民营,50-150人,,2026-05-14 20:35:46
浙江动销负责人（儿童食品类目）,https://jobs.51job.com/hangzhou/172053522.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.1-1.6万,英氏控股集团,,民营,1000-5000人,,2026-05-14 20:35:46
电气销售工程师,https://jobs.51job.com/hangzhou-xhq/172052483.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,杭州然通自动化系统工程,,民营,50-150人,,2026-05-14 20:35:46
总账会计（对接船厂）,https://jobs.51job.com/hangzhou-gsq/172052004.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万·13薪,浙江海创运联网络科技,,民营,150-500人,,2026-05-14 20:35:46
高级嵌入式软件开发工程师,https://jobs.51job.com/hangzhou-bjq/172052015.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万·15薪,中控技术,,已上市,5000-10000人,,2026-05-14 20:35:46
tiktok运营总监,https://jobs.51job.com/all/172051977.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2.5-4万,恒志人才（青岛）企业管理咨询,,民营,少于50人,,2026-05-14 20:35:46
西凤375品牌项目i销售负责人,https://jobs.51job.com/hangzhou-bjq/172051531.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,浙江叶氏酒业,,民营,少于50人,,2026-05-14 20:35:46
包材库仓管,https://jobs.51job.com/hangzhou-qtq/172051530.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千,杭州博华食品科技,,民营,150-500人,,2026-05-14 20:35:46
嵌入式视觉算法工程师,https://jobs.51job.com/hangzhou-bjq/172049287.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.4-2.8万·14薪,浙江大立科技,,已上市,500-1000人,,2026-05-14 20:35:46
java能源嵌入式软件开发工程师,https://jobs.51job.com/hangzhou-scq/172048737.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万,浙江纽联科技,,民营,150-500人,,2026-05-14 20:35:46
短视频拍摄剪辑,https://jobs.51job.com/hangzhou/172048157.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千,现代联合控股集团,,民营,1000-5000人,,2026-05-14 20:35:46
生物信息工程师,https://jobs.51job.com/hangzhou-qtq/172047197.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.5万,杭州珞米医疗科技,,合资,少于50人,,2026-05-14 20:35:46
算法工程师,https://jobs.51job.com/hangzhou-yhq/172047131.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2万·13薪,杭州摩斯智工科技,,合资,,,2026-05-14 20:35:46
海外售前技术支持（工商储）,https://jobs.51job.com/hangzhou-gsq/172046751.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万·14薪,麦田能源,,民营,1000-5000人,,2026-05-14 20:35:46
仓库管理员兼搭建师,https://jobs.51job.com/hangzhou/172046474.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4-6千,杭州邦美展览器材,,民营,50-150人,,2026-05-14 20:35:46
销售（IOT蓝牙wifi小无线核心板蜂窝模块）,https://jobs.51job.com/hangzhou-yhq/172046328.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,深圳市启明云端科技,,民营,50-150人,,2026-05-14 20:36:08
电控系统工程师,https://jobs.51job.com/hangzhou-xsq/172045689.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.1万,恒宏智能装备,,民营,50-150人,,2026-05-14 20:36:08
电气工程师,https://jobs.51job.com/hangzhou/172045184.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2万,杭州卓邦环境设备,,合资,,,2026-05-14 20:36:08
DCS中控员,https://jobs.51job.com/hangzhou/172074745.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-9千,浙江鸿尊科技,,民营,少于50人,,2026-05-14 20:36:08
首席技术执行官CTO,https://jobs.51job.com/hangzhou-laq/172076894.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-5万,杭州西泽丰管理咨询,,民营,,,2026-05-14 20:36:08
资深视频后期制作,https://jobs.51job.com/hangzhou-gsq/172051668.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.5万,广州四合文化,,民营,500-1000人,,2026-05-14 20:36:08
烧饭阿姨,https://jobs.51job.com/hangzhou-qtq/172060365.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3千及以下,浙江博俊工业科技,,民营,,,2026-05-14 20:36:08
OTC产品经理,https://jobs.51job.com/hangzhou-xsq/172074521.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万,浙江京新药业,,已上市,1000-5000人,,2026-05-14 20:36:08
绩效考核专员,https://jobs.51job.com/hangzhou/172052902.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4-8千,杭州沃思堂人力资源服务,,民营,少于50人,,2026-05-14 20:36:08
体系工程师,https://jobs.51job.com/hangzhou-yhq/172061154.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,南方泵业,,已上市,1000-5000人,,2026-05-14 20:36:08
饮料事业部私域商务主管/经理,https://jobs.51job.com/hangzhou-yhq/172069837.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,星创置业集团,,民营,500-1000人,,2026-05-14 20:36:08
销售工程师（定制化设备）,https://jobs.51job.com/hangzhou-xsq/172072483.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,杭州霆科生物科技,,民营,50-150人,,2026-05-14 20:36:08
工业物联网研发工程师（IOT）,https://jobs.51job.com/hangzhou/172062029.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.1万,江西瑞源精密制造,,民营,500-1000人,,2026-05-14 20:36:08
高端童装店长-杭州大厦,https://jobs.51job.com/hangzhou-gsq/172072587.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5.5-7千·13薪,利童（上海）商贸服务,,外资（非欧美）,500-1000人,,2026-05-14 20:36:08
质量经理,https://jobs.51job.com/hangzhou-tlx/172064776.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2-2.5万·13薪,莱沐企业管理咨询（上海）,,合资,,,2026-05-14 20:36:08
杭州分公司-综合金融顾问岗,https://jobs.51job.com/hangzhou-xhq/172075273.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.3-2.5万,财通证券股份有限公司杭州,,国企,500-1000人,,2026-05-14 20:36:08
物流运营专员（浙江）,https://jobs.51job.com/hangzhou-gsq/172060703.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,深圳市丰宜科技集团,,民营,1000-5000人,,2026-05-14 20:36:08
精益专员,https://jobs.51job.com/hangzhou/172074682.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-9千,浙江鸿尊科技,,民营,少于50人,,2026-05-14 20:36:08
品质经理（前期东莞）,https://jobs.51job.com/hangzhou-qtq/172057906.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2-2.5万,杭州弓叶科技,,民营,150-500人,,2026-05-14 20:36:08
物业公司总经理助理,https://jobs.51job.com/hangzhou-gsq/172073909.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2.5-5万·14薪,招商局物业管理有限公司杭州,,国企,150-500人,,2026-05-14 20:36:08
账务辅导会计,https://jobs.51job.com/hangzhou/172041840.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万·13薪,杭州科知创科技咨询,,民营,少于50人,,2026-05-14 20:36:30
商业IP剪辑师岗位,https://jobs.51job.com/hangzhou-xhq/172048542.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-7千,杭州睦邻社生活服务,,民营,50-150人,,2026-05-14 20:36:30
质量注册经理,https://jobs.51job.com/hangzhou-yhq/172048176.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,杭州无创光电,,民营,少于50人,,2026-05-14 20:36:30
会计,https://jobs.51job.com/hangzhou-bjq/172072691.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.5万,猎创企聘（四川）科技,,民营,150-500人,,2026-05-14 20:36:30
文化活动推广,https://jobs.51job.com/hangzhou-bjq/172057371.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.5万,沈阳星聚文化传媒,,民营,50-150人,,2026-05-14 20:36:30
网络安全工程师,https://jobs.51job.com/hangzhou/172058354.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8.5千-1万,重庆羽旭尚科技,,民营,50-150人,,2026-05-14 20:36:30
热仿真工程师,https://jobs.51job.com/hangzhou-bjq/172062027.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.8-2.5万·15薪,杭州长川科技,,已上市,1000-5000人,,2026-05-14 20:36:30
UE地编,https://jobs.51job.com/hangzhou-xhq/172076458.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.3万,杭州数字场景科技,,民营,少于50人,,2026-05-14 20:36:30
穿版有点累工资挺香的,https://jobs.51job.com/hangzhou/172077508.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,300元/天,广州望纤传媒,,民营,50-150人,,2026-05-14 20:36:30
配送看遍城市风光薪资补贴都拿下,https://jobs.51job.com/hangzhou-scq/172066775.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-9元/单,浙江亿度网络科技,,民营,少于50人,,2026-05-14 20:36:30
汽车修理工,https://jobs.51job.com/hangzhou-qtq/172073592.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.1万,杭州桂氏物流,,民营,少于50人,,2026-05-14 20:36:30
高薪新能源厂，可以带手机，管吃住,https://jobs.51job.com/hangzhou/172053587.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-7千,武汉光迅辰信息科技,,民营,1000-5000人,,2026-05-14 20:36:30
穿版有点累工资挺香的,https://jobs.51job.com/hangzhou/172077517.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,300元/天,广州望纤传媒,,民营,50-150人,,2026-05-14 20:36:30
抖音主播,https://jobs.51job.com/hangzhou-xhq/172057868.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,安徽鼎翔信息技术,,民营,少于50人,,2026-05-14 20:36:30
物资材料员,https://jobs.51job.com/hangzhou/172076891.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-7千,厦门凯鑫盛硕科技,,民营,50-150人,,2026-05-14 20:36:30
分析主管,https://jobs.51job.com/hangzhou-qtq/172064275.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,绍兴民生医药,,已上市,500-1000人,,2026-05-14 20:36:30
穿版有点累工资挺香的,https://jobs.51job.com/hangzhou/172077520.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,300元/天,广州望纤传媒,,民营,50-150人,,2026-05-14 20:36:30
区域销售经理,https://jobs.51job.com/hangzhou-scq/172068046.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.4万,豪杰时代（北京）咨询,,民营,少于50人,,2026-05-14 20:36:30
研发部负责人,https://jobs.51job.com/hangzhou-qtq/172075587.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,90-126万/年,杭州元铸三维技术,,民营,少于50人,,2026-05-14 20:36:30
毛衫设计师,https://jobs.51job.com/hangzhou/172059796.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.3-2.3万·13薪,桐乡市雪皇纺织品,,民营,,,2026-05-14 20:36:30
保洁师-就近安排早8晚6,https://jobs.51job.com/hangzhou-bjq/172071450.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.5-8.5千,深圳轻喜到家科技,,民营,10000人以上,,2026-05-14 20:36:52
B端海外原料销售经理/总监,https://jobs.51job.com/hangzhou/172063177.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.4-2.2万,浙江熙正霖生物科技,,民营,少于50人,,2026-05-14 20:36:52
短视频编导,https://jobs.51job.com/hangzhou-lpq/172068169.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,杭州奇牛机械,,民营,50-150人,,2026-05-14 20:36:52
管道焊工（氩弧焊）,https://jobs.51job.com/hangzhou-gsq/172062382.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,9千-1.2万,杭州中亚机械,,已上市,1000-5000人,,2026-05-14 20:36:52
设备运维工程师,https://jobs.51job.com/hangzhou/172076887.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.2万,厦门凯鑫盛硕科技,,民营,50-150人,,2026-05-14 20:36:52
销售团队经理（电子元器件）,https://jobs.51job.com/hangzhou-bjq/172073640.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2-2.5万,深圳市超利维实业,,民营,150-500人,,2026-05-14 20:36:52
石化储运工程工艺设计,https://jobs.51job.com/hangzhou-bjq/172068407.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,12-20万/年,中国空分工程,,国企,150-500人,,2026-05-14 20:36:52
业务经理（欧洲）,https://jobs.51job.com/hangzhou-yhq/172069104.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万·13薪,永艺家具,,已上市,5000-10000人,,2026-05-14 20:36:52
流体仿真工程师,https://jobs.51job.com/hangzhou-bjq/172062080.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2-3万·15薪,杭州长川科技,,已上市,1000-5000人,,2026-05-14 20:36:52
it技术支持,https://jobs.51job.com/hangzhou/172058339.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1万,重庆羽旭尚科技,,民营,50-150人,,2026-05-14 20:36:52
石化储运工程仪控设计,https://jobs.51job.com/hangzhou-bjq/172068713.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,12-20万/年,中国空分工程,,国企,150-500人,,2026-05-14 20:36:52
抖音达人素材投放,https://jobs.51job.com/hangzhou-bjq/172068760.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.2万,浙江宝娜斯品牌管理,,民营,少于50人,,2026-05-14 20:36:52
美团骑手日均400-600包车子住宿,https://jobs.51job.com/hangzhou-gsq/172065323.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-9元/单,深圳市瑞兆达实业,,民营,少于50人,,2026-05-14 20:36:52
聊天主播+收入过万+时间自由,https://jobs.51job.com/hangzhou-xhq/172063396.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.5万,四川润淦视界传媒,,民营,,,2026-05-14 20:36:52
大区经理（聚光盈安）,https://jobs.51job.com/all/172070628.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,25-35万/年,杭州谱育科技发展,,民营,1000-5000人,,2026-05-14 20:36:52
急招3/4/5轴编程,https://jobs.51job.com/hangzhou-lpq/172068911.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.3-2万·13薪,杭州奇牛机械,,民营,50-150人,,2026-05-14 20:36:52
OTC销售区域经理（浙江）,https://jobs.51job.com/hangzhou/172070774.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.6万,湖北远大天天明制药,,民营,1000-5000人,,2026-05-14 20:36:52
保洁主管,https://jobs.51job.com/hangzhou/172065922.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1万·13薪,深圳市特发服务股份有限公司杭州,,已上市,1000-5000人,,2026-05-14 20:36:52
外卖骑手就近安排接单自由,https://jobs.51job.com/hangzhou-gsq/172065349.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-10元/单,深圳市瑞兆达实业,,民营,少于50人,,2026-05-14 20:36:52
汽车维修手册（杭州）,https://jobs.51job.com/hangzhou-qtq/172073232.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-9千,武汉福卡迪汽车技术,,民营,50-150人,,2026-05-14 20:37:14
模具工程师,https://jobs.51job.com/hangzhou-scq/172067791.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.6万·14薪,前锦网络信息技术（上海）,,已上市,5000-10000人,,2026-05-14 20:37:14
穿版有点累工资挺香的,https://jobs.51job.com/hangzhou/172077511.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,300元/天,广州望纤传媒,,民营,50-150人,,2026-05-14 20:37:14
省外销售经理,https://jobs.51job.com/hangzhou/172067728.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,成都六汇鑫邦农业科技,,民营,150-500人,,2026-05-14 20:37:14
B端原料海外销售岗,https://jobs.51job.com/hangzhou/172062900.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,浙江熙正霖生物科技,,民营,少于50人,,2026-05-14 20:37:14
广告创意,https://jobs.51job.com/hangzhou-bjq/172072256.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.3万,猎创企聘（四川）科技,,民营,150-500人,,2026-05-14 20:37:14
急招配送员无押金当天可入职,https://jobs.51job.com/hangzhou-xsq/172067003.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-7元/单,浙江亿度网络科技,,民营,少于50人,,2026-05-14 20:37:14
电商产品主管,https://jobs.51job.com/hangzhou-bjq/172069725.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万,浙江宝娜斯品牌管理,,民营,少于50人,,2026-05-14 20:37:14
销售新人可投底薪5k+高提成+五险+带薪培训,https://jobs.51job.com/hangzhou-gsq/172067378.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,9千-1.2万,杭州畅享帮数字科技,,民营,50-150人,,2026-05-14 20:37:14
化妆品合规技术咨询师,https://jobs.51job.com/hangzhou-gsq/172063418.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1万,杭州合律曼数据服务,,民营,少于50人,,2026-05-14 20:37:14
小厂+耳机包装+无夜班+不穿无尘服+包吃住,https://jobs.51job.com/hangzhou/172077471.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-7千,武汉光迅辰信息科技,,民营,1000-5000人,,2026-05-14 20:37:14
食堂阿姨,https://jobs.51job.com/hangzhou-qtq/172065767.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4.5-5.5千·13薪,杭州蓝滨房地产开发,,民营,少于50人,,2026-05-14 20:37:14
区域销售经理（聚光盈安）,https://jobs.51job.com/hangzhou-laq/172073133.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1万,杭州谱育科技发展,,民营,1000-5000人,,2026-05-14 20:37:14
编导,https://jobs.51job.com/hangzhou-bjq/172069240.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,9千-1.4万,浙江宝娜斯品牌管理,,民营,少于50人,,2026-05-14 20:37:14
超市配送员只送一家店,https://jobs.51job.com/hangzhou-xsq/172066500.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-7元/单,浙江亿度网络科技,,民营,少于50人,,2026-05-14 20:37:14
办公室后勤,https://jobs.51job.com/hangzhou/172076904.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-8千,厦门凯鑫盛硕科技,,民营,50-150人,,2026-05-14 20:37:14
穿版有点累工资挺香的,https://jobs.51job.com/hangzhou/172077525.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,300元/天,广州望纤传媒,,民营,50-150人,,2026-05-14 20:37:14
固定点取，顺路单多，省时省力,https://jobs.51job.com/hangzhou-qtq/172067231.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-8元/单,绍兴正杭网络科技,,民营,500-1000人,,2026-05-14 20:37:14
AFC地铁运维+月入过万+五险一金,https://jobs.51job.com/hangzhou/172073151.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-9千·13薪,河北速防达消防科技,,民营,150-500人,,2026-05-14 20:37:36
